,hhid,clust,province,district,ur,pid,s10aq1,s10aq2,s10aq3,s10aq4,s10aq6,s10aq7,s10aq8,s10aq9,strata_id,weight,quintile,pov_jan,poverty,epov_jan
9060,306604.0,10735.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Borrowed from relative,Purchase of household items,None,No,322,179.39264965245357,Poor/mid,Poor,Moderately poor,Non Extreme Poor
9061,306605.0,10735.0,Western,Rutsiro,Rural,2.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, all",322,179.39264965245357,Mid,Non Poor,Non Poor,Non Extreme Poor
9062,306606.0,10735.0,Western,Rutsiro,Rural,2.0,No,,Yes,1.0,Commercial Institutions/Business,Agricultural equipment,Land,"Yes, part",322,179.39264965245357,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9063,306607.0,10736.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural equipment,Land,"Yes, part",322,180.38093807126938,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9064,306607.0,10736.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,322,180.38093807126938,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9065,306608.0,10736.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,No,322,180.38093807126938,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9066,306608.0,10736.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,322,180.38093807126938,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9067,306609.0,10736.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,180.38093807126938,Upper,Non Poor,Non Poor,Non Extreme Poor
9068,306610.0,10736.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,180.38093807126938,Mid,Non Poor,Non Poor,Non Extreme Poor
9069,306611.0,10736.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Livestock purchase,None,"Yes, all",322,180.38093807126938,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9070,306612.0,10736.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,No,322,180.38093807126938,Mid,Non Poor,Non Poor,Non Extreme Poor
9071,306613.0,10736.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, part",322,180.38093807126938,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9072,306614.0,10736.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Home improvement,Land,"Yes, all",322,180.38093807126938,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9073,306614.0,10736.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Tontine (community),Home improvement,Land,"Yes, all",322,180.38093807126938,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9074,306615.0,10736.0,Western,Rutsiro,Rural,2.0,No,,Yes,1.0,Tontine (community),Home improvement,Land,No,322,180.38093807126938,Mid,Non Poor,Non Poor,Non Extreme Poor
9075,306616.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,Borrowed from relative,"Ceremonial (marriage, funeral, baptism)",None,No,322,174.61592229484387,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9076,306616.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Others (specify),Land,No,322,174.61592229484387,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9077,306617.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,VUP financial service Loan,Business expansion,None,"Yes, part",322,174.61592229484387,Mid,Non Poor,Non Poor,Non Extreme Poor
9078,306617.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, part",322,174.61592229484387,Mid,Non Poor,Non Poor,Non Extreme Poor
9079,306618.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural inputs,None,"Yes, all",322,174.61592229484387,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9080,306619.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,Borrowed from relative,Home improvement,None,No,322,174.61592229484387,Poor/mid,Poor,Moderately poor,Non Extreme Poor
9081,306619.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, part",322,174.61592229484387,Poor/mid,Poor,Moderately poor,Non Extreme Poor
9082,306620.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,Tontine (community),Purchase of household items,None,"Yes, part",322,174.61592229484387,Mid,Non Poor,Non Poor,Non Extreme Poor
9083,306620.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Other (Specify),Purchase of household items,Land,"Yes, part",322,174.61592229484387,Mid,Non Poor,Non Poor,Non Extreme Poor
9084,306620.0,10737.0,Western,Rutsiro,Rural,2.0,No,,Yes,3.0,Tontine (community),Food purchase,None,"Yes, part",322,174.61592229484387,Mid,Non Poor,Non Poor,Non Extreme Poor
9085,306621.0,10737.0,Western,Rutsiro,Rural,2.0,No,,Yes,1.0,Tontine (community),Food purchase,House,"Yes, part",322,174.61592229484387,Poor/mid,Poor,Moderately poor,Non Extreme Poor
9086,306622.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Credit cooperative,Food purchase,Land,"Yes, part",322,174.61592229484387,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9087,306622.0,10737.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Tontine (community),Food purchase,None,No,322,174.61592229484387,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9088,306623.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,SACCOs,Business expansion,Land,"Yes, part",322,174.61592229484387,Mid,Non Poor,Non Poor,Non Extreme Poor
9089,306623.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,3.0,Borrowed from relative,Food purchase,None,"Yes, part",322,174.61592229484387,Mid,Non Poor,Non Poor,Non Extreme Poor
9090,306623.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,Tontine (community),Purchase of household items,Land,"Yes, part",322,174.61592229484387,Mid,Non Poor,Non Poor,Non Extreme Poor
9091,306623.0,10737.0,Western,Rutsiro,Rural,3.0,No,,Yes,4.0,Tontine (community),Home improvement,Land,"Yes, all",322,174.61592229484387,Mid,Non Poor,Non Poor,Non Extreme Poor
9092,306624.0,10737.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, part",322,174.61592229484387,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9093,306624.0,10737.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Tontine (community),Livestock purchase,None,"Yes, part",322,174.61592229484387,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9094,306625.0,10738.0,Western,Rutsiro,Urban,1.0,No,,Yes,1.0,Tontine (community),Food purchase,Land,"Yes, all",321,181.00509259259258,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9095,306626.0,10738.0,Western,Rutsiro,Urban,1.0,No,,Yes,1.0,Commercial Institutions/Business,Purchase of household items,None,"Yes, part",321,181.00509259259258,Upper,Non Poor,Non Poor,Non Extreme Poor
9096,306627.0,10738.0,Western,Rutsiro,Urban,1.0,No,,Yes,1.0,Tontine (community),Purchase of household items,None,No,321,181.00509259259258,Mid,Non Poor,Non Poor,Non Extreme Poor
9097,306627.0,10738.0,Western,Rutsiro,Urban,3.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,321,181.00509259259258,Mid,Non Poor,Non Poor,Non Extreme Poor
9098,306628.0,10738.0,Western,Rutsiro,Urban,,No,,No,,,,,,321,181.00509259259258,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9099,306629.0,10738.0,Western,Rutsiro,Urban,,No,,No,,,,,,321,181.00509259259258,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9100,306630.0,10738.0,Western,Rutsiro,Urban,,No,,No,,,,,,321,181.00509259259258,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9101,306631.0,10738.0,Western,Rutsiro,Urban,1.0,No,,Yes,1.0,Tontine (community),Medical treatment,None,No,321,181.00509259259258,Poor/mid,Poor,Moderately poor,Non Extreme Poor
9102,306632.0,10738.0,Western,Rutsiro,Urban,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, part",321,181.00509259259258,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9103,306633.0,10738.0,Western,Rutsiro,Urban,1.0,No,,Yes,1.0,Tontine (community),Agricultural equipment,None,"Yes, part",321,181.00509259259258,Poor,Poor,Severaly Poor,Extreme Poor
9104,306634.0,10739.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Education,None,No,322,158.84141100277392,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9105,306635.0,10739.0,Western,Rutsiro,Rural,,Yes,Insuffivient income,No,,,,,,322,158.84141100277392,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9106,306636.0,10739.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,158.84141100277392,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9107,306637.0,10739.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Tontine (community),Education,Land,"Yes, all",322,158.84141100277392,Mid,Non Poor,Non Poor,Non Extreme Poor
9108,306637.0,10739.0,Western,Rutsiro,Rural,2.0,No,,Yes,1.0,VUP financial service Loan,Business expansion,None,"Yes, part",322,158.84141100277392,Mid,Non Poor,Non Poor,Non Extreme Poor
9109,306638.0,10739.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,158.84141100277392,Mid,Non Poor,Non Poor,Non Extreme Poor
9110,306639.0,10739.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,"Yes, part",322,158.84141100277392,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9111,306640.0,10739.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,Borrowed from relative,Home improvement,Land,"Yes, part",322,158.84141100277392,Mid,Non Poor,Non Poor,Non Extreme Poor
9112,306640.0,10739.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),"Ceremonial (marriage, funeral, baptism)",Land,"Yes, part",322,158.84141100277392,Mid,Non Poor,Non Poor,Non Extreme Poor
9113,306640.0,10739.0,Western,Rutsiro,Rural,2.0,No,,Yes,3.0,Tontine (community),"Ceremonial (marriage, funeral, baptism)",Land,"Yes, part",322,158.84141100277392,Mid,Non Poor,Non Poor,Non Extreme Poor
9114,306641.0,10739.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Microfinance,Business expansion,Land,"Yes, part",322,158.84141100277392,Upper,Non Poor,Non Poor,Non Extreme Poor
9115,306641.0,10739.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Tontine (community),Business expansion,Land,"Yes, all",322,158.84141100277392,Upper,Non Poor,Non Poor,Non Extreme Poor
9116,306642.0,10739.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,158.84141100277392,Mid,Non Poor,Non Poor,Non Extreme Poor
9117,306643.0,10740.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,"Yes, part",322,176.49268917188868,Poor,Poor,Moderately poor,Non Extreme Poor
9118,306644.0,10740.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Livestock purchase,House,"Yes, all",322,176.49268917188868,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9119,306645.0,10740.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,176.49268917188868,Poor,Poor,Moderately poor,Non Extreme Poor
9120,306646.0,10740.0,Western,Rutsiro,Rural,1.0,Yes,Unclear purpose of the loan,Yes,1.0,Borrowed from relative,Medical treatment,None,"Yes, all",322,176.49268917188868,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9121,306647.0,10740.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,176.49268917188868,Poor,Poor,Moderately poor,Non Extreme Poor
9122,306648.0,10740.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,176.49268917188868,Poor,Poor,Moderately poor,Non Extreme Poor
9123,306649.0,10740.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Agricultural inputs,None,No,322,176.49268917188868,Poor,Poor,Moderately poor,Non Extreme Poor
9124,306650.0,10740.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, all",322,176.49268917188868,Poor,Poor,Moderately poor,Non Extreme Poor
9125,306650.0,10740.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Borrowed from relative,Agricultural equipment,None,"Yes, part",322,176.49268917188868,Poor,Poor,Moderately poor,Non Extreme Poor
9126,306650.0,10740.0,Western,Rutsiro,Rural,2.0,No,,Yes,3.0,Tontine (community),Food purchase,None,"Yes, part",322,176.49268917188868,Poor,Poor,Moderately poor,Non Extreme Poor
9127,306651.0,10740.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural inputs,None,No,322,176.49268917188868,Poor,Poor,Moderately poor,Non Extreme Poor
9128,306651.0,10740.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Tontine (community),Medical treatment,None,"Yes, all",322,176.49268917188868,Poor,Poor,Moderately poor,Non Extreme Poor
9129,306651.0,10740.0,Western,Rutsiro,Rural,3.0,No,,Yes,3.0,Borrowed from relative,Business expansion,None,No,322,176.49268917188868,Poor,Poor,Moderately poor,Non Extreme Poor
9130,306652.0,10741.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Medical treatment,None,"Yes, part",322,169.70222784454285,Poor,Poor,Moderately poor,Non Extreme Poor
9131,306653.0,10741.0,Western,Rutsiro,Rural,2.0,No,,Yes,1.0,Tontine (community),Purchase of household items,Land,"Yes, all",322,169.70222784454285,Poor,Poor,Moderately poor,Non Extreme Poor
9132,306654.0,10741.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,169.70222784454285,Poor,Poor,Severaly Poor,Extreme Poor
9133,306655.0,10741.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,No,322,169.70222784454285,Mid,Non Poor,Non Poor,Non Extreme Poor
9134,306655.0,10741.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Tontine (community),Business expansion,None,No,322,169.70222784454285,Mid,Non Poor,Non Poor,Non Extreme Poor
9135,306656.0,10741.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,SACCOs,Medical treatment,None,"Yes, part",322,169.70222784454285,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9136,306656.0,10741.0,Western,Rutsiro,Rural,2.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,322,169.70222784454285,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9137,306657.0,10741.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, part",322,169.70222784454285,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9138,306658.0,10741.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,322,169.70222784454285,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9139,306658.0,10741.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,322,169.70222784454285,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9140,306659.0,10741.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Agricultural inputs,None,No,322,169.70222784454285,Poor,Poor,Moderately poor,Non Extreme Poor
9141,306660.0,10741.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,169.70222784454285,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9142,306661.0,10742.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,Commercial Bank,Home improvement,None,"Yes, all",322,183.20359060442635,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9143,306661.0,10742.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,"Yes, part",322,183.20359060442635,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9144,306662.0,10742.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Borrowed from relative,Business expansion,None,"Yes, part",322,183.20359060442635,Poor/mid,Poor,Moderately poor,Non Extreme Poor
9145,306662.0,10742.0,Western,Rutsiro,Rural,2.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, part",322,183.20359060442635,Poor/mid,Poor,Moderately poor,Non Extreme Poor
9146,306663.0,10742.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,322,183.20359060442635,Poor,Poor,Moderately poor,Non Extreme Poor
9147,306663.0,10742.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,322,183.20359060442635,Poor,Poor,Moderately poor,Non Extreme Poor
9148,306664.0,10742.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Medical treatment,None,No,322,183.20359060442635,Mid,Non Poor,Non Poor,Non Extreme Poor
9149,306665.0,10742.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,183.20359060442635,Poor/mid,Poor,Moderately poor,Non Extreme Poor
9150,306666.0,10742.0,Western,Rutsiro,Rural,2.0,No,,Yes,1.0,Tontine (community),Agricultural inputs,None,"Yes, all",322,183.20359060442635,Mid,Non Poor,Non Poor,Non Extreme Poor
9151,306667.0,10742.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Livestock purchase,None,"Yes, all",322,183.20359060442635,Mid,Non Poor,Non Poor,Non Extreme Poor
9152,306668.0,10742.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural equipment,None,"Yes, part",322,183.20359060442635,Upper,Non Poor,Non Poor,Non Extreme Poor
9153,306668.0,10742.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,Borrowed from relative,Agricultural equipment,None,"Yes, all",322,183.20359060442635,Upper,Non Poor,Non Poor,Non Extreme Poor
9154,306669.0,10742.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, part",322,183.20359060442635,Poor,Poor,Severaly Poor,Extreme Poor
9155,306670.0,10743.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural equipment,None,"Yes, all",322,167.841086761502,Mid,Non Poor,Non Poor,Non Extreme Poor
9156,306671.0,10743.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,Tontine (community),Food purchase,None,"Yes, part",322,167.841086761502,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9157,306671.0,10743.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,VUP financial service Loan,Agricultural inputs,None,"Yes, part",322,167.841086761502,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9158,306671.0,10743.0,Western,Rutsiro,Rural,2.0,No,,Yes,3.0,Tontine (community),Livestock purchase,None,"Yes, part",322,167.841086761502,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9159,306672.0,10743.0,Western,Rutsiro,Rural,2.0,Yes,Insuffivient income,Yes,1.0,Tontine (community),Agricultural inputs,None,"Yes, part",322,167.841086761502,Mid,Non Poor,Non Poor,Non Extreme Poor
9160,306672.0,10743.0,Western,Rutsiro,Rural,5.0,Yes,Insuffivient income,Yes,2.0,Tontine (community),"Ceremonial (marriage, funeral, baptism)",None,"Yes, part",322,167.841086761502,Mid,Non Poor,Non Poor,Non Extreme Poor
9161,306673.0,10743.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Purchase of household items,None,No,322,167.841086761502,Mid,Non Poor,Non Poor,Non Extreme Poor
9162,306673.0,10743.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,322,167.841086761502,Mid,Non Poor,Non Poor,Non Extreme Poor
9163,306674.0,10743.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,VUP financial service Loan,Agricultural equipment,None,"Yes, part",322,167.841086761502,Mid,Non Poor,Non Poor,Non Extreme Poor
9164,306674.0,10743.0,Western,Rutsiro,Rural,1.0,No,,Yes,4.0,Borrowed from relative,Food purchase,None,No,322,167.841086761502,Mid,Non Poor,Non Poor,Non Extreme Poor
9165,306674.0,10743.0,Western,Rutsiro,Rural,1.0,No,,Yes,3.0,Tontine (community),Food purchase,None,No,322,167.841086761502,Mid,Non Poor,Non Poor,Non Extreme Poor
9166,306674.0,10743.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,Tontine (community),Agricultural equipment,None,"Yes, all",322,167.841086761502,Mid,Non Poor,Non Poor,Non Extreme Poor
9167,306675.0,10743.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,322,167.841086761502,Mid,Non Poor,Non Poor,Non Extreme Poor
9168,306675.0,10743.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,"Yes, all",322,167.841086761502,Mid,Non Poor,Non Poor,Non Extreme Poor
9169,306676.0,10743.0,Western,Rutsiro,Rural,2.0,No,,Yes,1.0,Tontine (community),Medical treatment,None,"Yes, all",322,167.841086761502,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9170,306677.0,10743.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural inputs,None,"Yes, part",322,167.841086761502,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9171,306678.0,10743.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural inputs,None,"Yes, part",322,167.841086761502,Mid,Non Poor,Non Poor,Non Extreme Poor
9172,306678.0,10743.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Tontine (community),Livestock purchase,None,"Yes, part",322,167.841086761502,Mid,Non Poor,Non Poor,Non Extreme Poor
9173,306679.0,10744.0,Western,Rutsiro,Rural,2.0,No,,Yes,1.0,Tontine (community),Business expansion,None,No,322,189.63383350210194,Poor,Poor,Severaly Poor,Extreme Poor
9174,306680.0,10744.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural equipment,None,"Yes, all",322,189.63383350210194,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9175,306681.0,10744.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,189.63383350210194,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9176,306682.0,10744.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Credit cooperative,Business expansion,None,"Yes, part",322,189.63383350210194,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9177,306683.0,10744.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,SACCOs,Business expansion,Land,"Yes, part",322,189.63383350210194,Upper,Non Poor,Non Poor,Non Extreme Poor
9178,306684.0,10744.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,322,189.63383350210194,Mid,Non Poor,Non Poor,Non Extreme Poor
9179,306684.0,10744.0,Western,Rutsiro,Rural,2.0,No,,Yes,3.0,Tontine (community),Livestock purchase,Land,"Yes, all",322,189.63383350210194,Mid,Non Poor,Non Poor,Non Extreme Poor
9180,306684.0,10744.0,Western,Rutsiro,Rural,2.0,No,,Yes,4.0,Borrowed from relative,"Ceremonial (marriage, funeral, baptism)",None,No,322,189.63383350210194,Mid,Non Poor,Non Poor,Non Extreme Poor
9181,306684.0,10744.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,SACCOs,Livestock purchase,None,"Yes, part",322,189.63383350210194,Mid,Non Poor,Non Poor,Non Extreme Poor
9182,306685.0,10744.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,322,189.63383350210194,Poor,Poor,Severaly Poor,Extreme Poor
9183,306686.0,10744.0,Western,Rutsiro,Rural,2.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, all",322,189.63383350210194,Poor,Poor,Moderately poor,Non Extreme Poor
9184,306686.0,10744.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,322,189.63383350210194,Poor,Poor,Moderately poor,Non Extreme Poor
9185,306687.0,10744.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,"Yes, all",322,189.63383350210194,Upper,Non Poor,Non Poor,Non Extreme Poor
9186,306688.0,10745.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,SACCOs,"Ceremonial (marriage, funeral, baptism)",Land,"Yes, part",322,193.19208424110386,Upper,Non Poor,Non Poor,Non Extreme Poor
9187,306689.0,10745.0,Western,Rutsiro,Rural,1.0,Yes,Insufficient collateral,Yes,1.0,Tontine (community),Business expansion,Land,"Yes, all",322,193.19208424110386,Poor,Poor,Moderately poor,Non Extreme Poor
9188,306690.0,10745.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Livestock purchase,None,"Yes, part",322,193.19208424110386,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9189,306691.0,10745.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,193.19208424110386,Mid,Non Poor,Non Poor,Non Extreme Poor
9190,306692.0,10745.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,Land,No,322,193.19208424110386,Mid,Non Poor,Non Poor,Non Extreme Poor
9191,306692.0,10745.0,Western,Rutsiro,Rural,2.0,No,,Yes,2.0,Borrowed from relative,Agricultural inputs,None,"Yes, all",322,193.19208424110386,Mid,Non Poor,Non Poor,Non Extreme Poor
9192,306693.0,10745.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural equipment,None,"Yes, all",322,193.19208424110386,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9193,306694.0,10745.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,No,322,193.19208424110386,Poor/mid,Poor,Moderately poor,Non Extreme Poor
9194,306695.0,10745.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Medical treatment,None,No,322,193.19208424110386,Poor,Poor,Moderately poor,Non Extreme Poor
9195,306696.0,10745.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Borrowed from relative,Business expansion,None,No,322,193.19208424110386,Poor/mid,Poor,Moderately poor,Non Extreme Poor
9196,306696.0,10745.0,Western,Rutsiro,Rural,1.0,No,,Yes,2.0,Tontine (community),Business expansion,None,No,322,193.19208424110386,Poor/mid,Poor,Moderately poor,Non Extreme Poor
9197,306696.0,10745.0,Western,Rutsiro,Rural,1.0,No,,Yes,3.0,Borrowed from relative,Food purchase,None,No,322,193.19208424110386,Poor/mid,Poor,Moderately poor,Non Extreme Poor
9198,306696.0,10745.0,Western,Rutsiro,Rural,2.0,No,,Yes,4.0,Borrowed from relative,Food purchase,None,No,322,193.19208424110386,Poor/mid,Poor,Moderately poor,Non Extreme Poor
9199,306697.0,10746.0,Western,Rutsiro,Rural,,No,,No,,,,,,322,156.03976034858388,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
9200,306698.0,10746.0,Western,Rutsiro,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural equipment,None,"Yes, part",322,156.03976034858388,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
