,hhid,clust,province,district,ur,pid,s10aq1,s10aq2,s10aq3,s10aq4,s10aq6,s10aq7,s10aq8,s10aq9,strata_id,weight,quintile,pov_jan,poverty,epov_jan
0,300001.0,10001.0,City of Kigali,Nyarugenge,Urban,1.0,Yes,Insuffivient income,Yes,1.0,Borrowed from relative,Business expansion,None,"Yes, part",111,170.95819504509035,Upper,Non Poor,Non Poor,Non Extreme Poor
1,300002.0,10001.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Mokash,Purchase of household items,None,"Yes, part",111,170.95819504509035,Upper,Non Poor,Non Poor,Non Extreme Poor
2,300002.0,10001.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,"Yes, all",111,170.95819504509035,Upper,Non Poor,Non Poor,Non Extreme Poor
3,300003.0,10001.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,"Yes, all",111,170.95819504509035,Upper,Non Poor,Non Poor,Non Extreme Poor
4,300004.0,10001.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,170.95819504509035,Upper,Non Poor,Non Poor,Non Extreme Poor
5,300005.0,10001.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,170.95819504509035,Mid,Non Poor,Non Poor,Non Extreme Poor
6,300006.0,10001.0,City of Kigali,Nyarugenge,Urban,1.0,Yes,Insufficient collateral,Yes,1.0,SACCOs,Education,House,"Yes, part",111,170.95819504509035,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
7,300007.0,10001.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,170.95819504509035,Upper,Non Poor,Non Poor,Non Extreme Poor
8,300008.0,10001.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,No,111,170.95819504509035,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
9,300008.0,10001.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Commercial Bank,Business expansion,None,No,111,170.95819504509035,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
10,300009.0,10001.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,No,111,170.95819504509035,Poor/mid,Poor,Moderately poor,Non Extreme Poor
11,300010.0,10002.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Purchase of household items,None,No,111,185.53341740226986,Upper,Non Poor,Non Poor,Non Extreme Poor
12,300011.0,10002.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,185.53341740226986,Upper,Non Poor,Non Poor,Non Extreme Poor
13,300012.0,10002.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,185.53341740226986,Upper,Non Poor,Non Poor,Non Extreme Poor
14,300013.0,10002.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Business expansion,None,"Yes, all",111,185.53341740226986,Upper,Non Poor,Non Poor,Non Extreme Poor
15,300014.0,10002.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,111,185.53341740226986,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
16,300014.0,10002.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Mokash,Education,None,No,111,185.53341740226986,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
17,300015.0,10002.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0, Employer loan,Food purchase,None,"Yes, all",111,185.53341740226986,Upper,Non Poor,Non Poor,Non Extreme Poor
18,300015.0,10002.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Purchase of household items,None,"Yes, all",111,185.53341740226986,Upper,Non Poor,Non Poor,Non Extreme Poor
19,300016.0,10002.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Tontine (community),Medical treatment,None,No,111,185.53341740226986,Upper,Non Poor,Non Poor,Non Extreme Poor
20,300017.0,10002.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,185.53341740226986,Upper,Non Poor,Non Poor,Non Extreme Poor
21,300018.0,10002.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Mokash,Food purchase,None,"Yes, all",111,185.53341740226986,Upper,Non Poor,Non Poor,Non Extreme Poor
22,300019.0,10003.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,147.64597531773808,Upper,Non Poor,Non Poor,Non Extreme Poor
23,300020.0,10003.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,147.64597531773808,Upper,Non Poor,Non Poor,Non Extreme Poor
24,300021.0,10003.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,147.64597531773808,Upper,Non Poor,Non Poor,Non Extreme Poor
25,300022.0,10003.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Bank,Business expansion,None,"Yes, part",111,147.64597531773808,Upper,Non Poor,Non Poor,Non Extreme Poor
26,300023.0,10003.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,147.64597531773808,Upper,Non Poor,Non Poor,Non Extreme Poor
27,300024.0,10003.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,147.64597531773808,Upper,Non Poor,Non Poor,Non Extreme Poor
28,300025.0,10003.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,147.64597531773808,Upper,Non Poor,Non Poor,Non Extreme Poor
29,300026.0,10003.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Tontine (community),Business expansion,None,"Yes, all",111,147.64597531773808,Upper,Non Poor,Non Poor,Non Extreme Poor
30,300026.0,10003.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Bank,Business expansion,Land,"Yes, part",111,147.64597531773808,Upper,Non Poor,Non Poor,Non Extreme Poor
31,300027.0,10004.0,City of Kigali,Nyarugenge,Rural,,No,,No,,,,,,112,112.27013727013727,Upper,Non Poor,Non Poor,Non Extreme Poor
32,300028.0,10004.0,City of Kigali,Nyarugenge,Rural,,No,,No,,,,,,112,112.27013727013727,Poor,Poor,Moderately poor,Non Extreme Poor
33,300029.0,10004.0,City of Kigali,Nyarugenge,Rural,,No,,No,,,,,,112,112.27013727013727,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
34,300030.0,10004.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,1.0,Tontine (community),Others (specify),None,"Yes, all",112,112.27013727013727,Poor,Poor,Moderately poor,Non Extreme Poor
35,300030.0,10004.0,City of Kigali,Nyarugenge,Rural,2.0,No,,Yes,2.0,Commercial Institutions/Business,Food purchase,None,"Yes, all",112,112.27013727013727,Poor,Poor,Moderately poor,Non Extreme Poor
36,300031.0,10004.0,City of Kigali,Nyarugenge,Rural,,No,,No,,,,,,112,112.27013727013727,Upper,Non Poor,Non Poor,Non Extreme Poor
37,300032.0,10004.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,1.0,Tontine (community),Agricultural inputs,None,"Yes, all",112,112.27013727013727,Mid,Non Poor,Non Poor,Non Extreme Poor
38,300032.0,10004.0,City of Kigali,Nyarugenge,Rural,2.0,No,,Yes,2.0,Borrowed from relative,Education,None,No,112,112.27013727013727,Mid,Non Poor,Non Poor,Non Extreme Poor
39,300033.0,10004.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,3.0,Borrowed from relative,Food purchase,None,"Yes, part",112,112.27013727013727,Upper,Non Poor,Non Poor,Non Extreme Poor
40,300033.0,10004.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,112,112.27013727013727,Upper,Non Poor,Non Poor,Non Extreme Poor
41,300033.0,10004.0,City of Kigali,Nyarugenge,Rural,1.0,No,,Yes,1.0,Tontine (community),Medical treatment,None,No,112,112.27013727013727,Upper,Non Poor,Non Poor,Non Extreme Poor
42,300034.0,10004.0,City of Kigali,Nyarugenge,Rural,,No,,No,,,,,,112,112.27013727013727,Upper,Non Poor,Non Poor,Non Extreme Poor
43,300035.0,10004.0,City of Kigali,Nyarugenge,Rural,2.0,No,,Yes,2.0,Commercial Institutions/Business,Business expansion,None,"Yes, all",112,112.27013727013727,Upper,Non Poor,Non Poor,Non Extreme Poor
44,300035.0,10004.0,City of Kigali,Nyarugenge,Rural,2.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, part",112,112.27013727013727,Upper,Non Poor,Non Poor,Non Extreme Poor
45,300036.0,10005.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,180.36678353706688,Upper,Non Poor,Non Poor,Non Extreme Poor
46,300037.0,10005.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,180.36678353706688,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
47,300038.0,10005.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,180.36678353706688,Poor,Poor,Moderately poor,Non Extreme Poor
48,300039.0,10005.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Institutions/Business,Business expansion,None,No,111,180.36678353706688,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
49,300040.0,10005.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,180.36678353706688,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
50,300041.0,10005.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,180.36678353706688,Upper,Non Poor,Non Poor,Non Extreme Poor
51,300042.0,10005.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Others (specify),None,"Yes, part",111,180.36678353706688,Upper,Non Poor,Non Poor,Non Extreme Poor
52,300042.0,10005.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,"Yes, all",111,180.36678353706688,Upper,Non Poor,Non Poor,Non Extreme Poor
53,300043.0,10005.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Institutions/Business,Business expansion,None,"Yes, part",111,180.36678353706688,Poor,Poor,Moderately poor,Non Extreme Poor
54,300044.0,10005.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,"Yes, all",111,180.36678353706688,Mid,Non Poor,Non Poor,Non Extreme Poor
55,300044.0,10005.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,3.0,Commercial Institutions/Business,Food purchase,None,"Yes, part",111,180.36678353706688,Mid,Non Poor,Non Poor,Non Extreme Poor
56,300044.0,10005.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Business expansion,None,"Yes, all",111,180.36678353706688,Mid,Non Poor,Non Poor,Non Extreme Poor
57,300045.0,10006.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Mokash,Business expansion,None,No,111,168.96229851874764,Upper,Non Poor,Non Poor,Non Extreme Poor
58,300046.0,10006.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,168.96229851874764,Upper,Non Poor,Non Poor,Non Extreme Poor
59,300047.0,10006.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Purchase of household items,None,No,111,168.96229851874764,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
60,300048.0,10006.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,168.96229851874764,Upper,Non Poor,Non Poor,Non Extreme Poor
61,300049.0,10006.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Bank,Business expansion,Other,"Yes, part",111,168.96229851874764,Upper,Non Poor,Non Poor,Non Extreme Poor
62,300050.0,10006.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,168.96229851874764,Upper,Non Poor,Non Poor,Non Extreme Poor
63,300051.0,10006.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Bank,Business expansion,House,"Yes, part",111,168.96229851874764,Upper,Non Poor,Non Poor,Non Extreme Poor
64,300052.0,10006.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,168.96229851874764,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
65,300053.0,10006.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Bank,Business expansion,House,"Yes, part",111,168.96229851874764,Upper,Non Poor,Non Poor,Non Extreme Poor
66,300054.0,10007.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,165.3735362997658,Upper,Non Poor,Non Poor,Non Extreme Poor
67,300055.0,10007.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Mokash,Purchase of household items,None,No,111,165.3735362997658,Upper,Non Poor,Non Poor,Non Extreme Poor
68,300056.0,10007.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,165.3735362997658,Upper,Non Poor,Non Poor,Non Extreme Poor
69,300057.0,10007.0,City of Kigali,Nyarugenge,Urban,2.0,Yes,Insufficient collateral,Yes,1.0,Credit cooperative,Home improvement,None,"Yes, all",111,165.3735362997658,Upper,Non Poor,Non Poor,Non Extreme Poor
70,300058.0,10007.0,City of Kigali,Nyarugenge,Urban,1.0,Yes,Insuffivient income,Yes,1.0,Commercial Institutions/Business,Food purchase,None,"Yes, part",111,165.3735362997658,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
71,300058.0,10007.0,City of Kigali,Nyarugenge,Urban,1.0,Yes,Insuffivient income,Yes,2.0,Mokash,Food purchase,None,"Yes, part",111,165.3735362997658,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
72,300059.0,10007.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, part",111,165.3735362997658,Upper,Non Poor,Non Poor,Non Extreme Poor
73,300060.0,10007.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Tontine (community),Business expansion,None,"Yes, part",111,165.3735362997658,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
74,300060.0,10007.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Borrowed from relative,Others (specify),None,No,111,165.3735362997658,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
75,300060.0,10007.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,3.0,Commercial Institutions/Business,Food purchase,None,"Yes, part",111,165.3735362997658,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
76,300061.0,10007.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Medical treatment,None,"Yes, all",111,165.3735362997658,Upper,Non Poor,Non Poor,Non Extreme Poor
77,300062.0,10007.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Commercial Institutions/Business,Food purchase,None,"Yes, all",111,165.3735362997658,Upper,Non Poor,Non Poor,Non Extreme Poor
78,300063.0,10008.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Commercial Bank,Home improvement,House,"Yes, part",111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
79,300064.0,10008.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, part",111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
80,300065.0,10008.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Microfinance,Home improvement,House,"Yes, part",111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
81,300066.0,10008.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
82,300067.0,10008.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Bank,Home improvement,None,"Yes, part",111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
83,300067.0,10008.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Home improvement,None,No,111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
84,300067.0,10008.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,3.0,Commercial Bank,Purchase of household items,None,"Yes, part",111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
85,300067.0,10008.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,4.0,Tontine (community),Business expansion,None,"Yes, part",111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
86,300068.0,10008.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Mokash,Food purchase,None,"Yes, all",111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
87,300069.0,10008.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Credit cooperative,Home improvement,House,"Yes, part",111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
88,300069.0,10008.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,3.0,Borrowed from relative,Business expansion,None,No,111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
89,300069.0,10008.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Tontine (community),Purchase of household items,None,"Yes, part",111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
90,300070.0,10008.0,City of Kigali,Nyarugenge,Urban,1.0,Yes,Insufficient collateral,Yes,1.0,Commercial Institutions/Business,Food purchase,None,"Yes, part",111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
91,300071.0,10008.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Mokash,Food purchase,None,"Yes, all",111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
92,300071.0,10008.0,City of Kigali,Nyarugenge,Urban,8.0,No,,Yes,2.0,Mokash,Food purchase,None,"Yes, all",111,169.23024454520788,Upper,Non Poor,Non Poor,Non Extreme Poor
93,300072.0,10009.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,171.1695399259651,Upper,Non Poor,Non Poor,Non Extreme Poor
94,300073.0,10009.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Home improvement,None,"Yes, part",111,171.1695399259651,Upper,Non Poor,Non Poor,Non Extreme Poor
95,300073.0,10009.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Home improvement,None,No,111,171.1695399259651,Upper,Non Poor,Non Poor,Non Extreme Poor
96,300073.0,10009.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,3.0,Borrowed from relative,Home improvement,None,No,111,171.1695399259651,Upper,Non Poor,Non Poor,Non Extreme Poor
97,300074.0,10009.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,171.1695399259651,Upper,Non Poor,Non Poor,Non Extreme Poor
98,300075.0,10009.0,City of Kigali,Nyarugenge,Urban,1.0,Yes,Insufficient collateral,Yes,1.0,Borrowed from relative,Business expansion,None,"Yes, part",111,171.1695399259651,Upper,Non Poor,Non Poor,Non Extreme Poor
99,300076.0,10009.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, part",111,171.1695399259651,Mid,Non Poor,Non Poor,Non Extreme Poor
100,300077.0,10009.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Business expansion,None,No,111,171.1695399259651,Poor/mid,Poor,Moderately poor,Non Extreme Poor
101,300077.0,10009.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Business expansion,None,No,111,171.1695399259651,Poor/mid,Poor,Moderately poor,Non Extreme Poor
102,300078.0,10009.0,City of Kigali,Nyarugenge,Urban,4.0,No,,Yes,2.0,Commercial Institutions/Business,Food purchase,None,"Yes, part",111,171.1695399259651,Poor,Poor,Moderately poor,Non Extreme Poor
103,300078.0,10009.0,City of Kigali,Nyarugenge,Urban,4.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,111,171.1695399259651,Poor,Poor,Moderately poor,Non Extreme Poor
104,300079.0,10009.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Tontine (community),Home improvement,None,"Yes, all",111,171.1695399259651,Mid,Non Poor,Non Poor,Non Extreme Poor
105,300079.0,10009.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Tontine (community),Agricultural inputs,None,"Yes, part",111,171.1695399259651,Mid,Non Poor,Non Poor,Non Extreme Poor
106,300079.0,10009.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,3.0,Commercial Institutions/Business,Food purchase,None,"Yes, all",111,171.1695399259651,Mid,Non Poor,Non Poor,Non Extreme Poor
107,300080.0,10009.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Education,None,"Yes, all",111,171.1695399259651,Upper,Non Poor,Non Poor,Non Extreme Poor
108,300080.0,10009.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Commercial Institutions/Business,Food purchase,None,"Yes, part",111,171.1695399259651,Upper,Non Poor,Non Poor,Non Extreme Poor
109,300081.0,10010.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
110,300082.0,10010.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
111,300083.0,10010.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Borrowed from relative,Purchase of household items,None,"Yes, all",111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
112,300084.0,10010.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,166.86338797814207,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
113,300085.0,10010.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
114,300086.0,10010.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
115,300086.0,10010.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
116,300087.0,10010.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,166.86338797814207,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
117,300088.0,10010.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Commercial Institutions/Business,Food purchase,None,"Yes, all",111,166.86338797814207,Mid,Non Poor,Non Poor,Non Extreme Poor
118,300088.0,10010.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,2.0,Borrowed from relative,Business expansion,None,"Yes, all",111,166.86338797814207,Mid,Non Poor,Non Poor,Non Extreme Poor
119,300089.0,10010.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Institutions/Business,Food purchase,None,"Yes, all",111,166.86338797814207,Upper,Non Poor,Non Poor,Non Extreme Poor
120,300090.0,10011.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,2.0,Borrowed from relative,Agricultural equipment,None,No,111,164.40951462552235,Mid,Non Poor,Non Poor,Non Extreme Poor
121,300090.0,10011.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Tontine (community),Medical treatment,None,"Yes, part",111,164.40951462552235,Mid,Non Poor,Non Poor,Non Extreme Poor
122,300091.0,10011.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,164.40951462552235,Mid,Non Poor,Non Poor,Non Extreme Poor
123,300092.0,10011.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,"Yes, part",111,164.40951462552235,Upper,Non Poor,Non Poor,Non Extreme Poor
124,300093.0,10011.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, part",111,164.40951462552235,Poor,Poor,Moderately poor,Non Extreme Poor
125,300094.0,10011.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,No,111,164.40951462552235,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
126,300094.0,10011.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,2.0,Tontine (community),Agricultural inputs,None,"Yes, all",111,164.40951462552235,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
127,300095.0,10011.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Tontine (community),Food purchase,None,"Yes, part",111,164.40951462552235,Mid,Non Poor,Non Poor,Non Extreme Poor
128,300096.0,10011.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,164.40951462552235,Poor,Poor,Moderately poor,Non Extreme Poor
129,300097.0,10011.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Mokash,Home improvement,None,No,111,164.40951462552235,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
130,300098.0,10011.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Food purchase,None,No,111,164.40951462552235,Poor/mid,Poor,Moderately poor,Non Extreme Poor
131,300098.0,10011.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,2.0,Borrowed from relative,Food purchase,None,No,111,164.40951462552235,Poor/mid,Poor,Moderately poor,Non Extreme Poor
132,300099.0,10012.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Bank,Others (specify),None,"Yes, part",111,154.23588834736378,Mid/upper,Non Poor,Non Poor,Non Extreme Poor
133,300100.0,10012.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,154.23588834736378,Upper,Non Poor,Non Poor,Non Extreme Poor
134,300101.0,10012.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Bank,Business expansion,House,"Yes, part",111,154.23588834736378,Upper,Non Poor,Non Poor,Non Extreme Poor
135,300102.0,10012.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,1.0,Tontine (community),Business expansion,None,"Yes, part",111,154.23588834736378,Mid,Non Poor,Non Poor,Non Extreme Poor
136,300103.0,10012.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Commercial Bank,Purchase of household items,None,"Yes, part",111,154.23588834736378,Upper,Non Poor,Non Poor,Non Extreme Poor
137,300104.0,10012.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,154.23588834736378,Poor/mid,Non Poor,Non Poor,Non Extreme Poor
138,300105.0,10012.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,154.23588834736378,Upper,Non Poor,Non Poor,Non Extreme Poor
139,300106.0,10012.0,City of Kigali,Nyarugenge,Urban,1.0,No,,Yes,1.0,Borrowed from relative,Business expansion,None,No,111,154.23588834736378,Upper,Non Poor,Non Poor,Non Extreme Poor
140,300106.0,10012.0,City of Kigali,Nyarugenge,Urban,2.0,No,,Yes,2.0,Borrowed from relative,Business expansion,None,"Yes, part",111,154.23588834736378,Upper,Non Poor,Non Poor,Non Extreme Poor
141,300107.0,10012.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,154.23588834736378,Upper,Non Poor,Non Poor,Non Extreme Poor
142,300108.0,10013.0,City of Kigali,Nyarugenge,Urban,,No,,No,,,,,,111,195.74358974358975,Upper,Non Poor,Non Poor,Non Extreme Poor
